Customer ID,Recency,Frequency,Monetary,Cluster_K5,Segment
16054.0,145,4,2111.88,0,Lost / Hibernating
17396.0,39,13,8789.1,2,Champions
17167.0,379,3,867.1100000000001,0,Lost / Hibernating
13079.0,4,6,419.18,4,New / Promising
14618.0,9,7,1342.3200000000002,2,Champions
17894.0,71,18,2452.96,2,Champions
14746.0,406,4,593.5,0,Lost / Hibernating
15337.0,411,1,373.02,3,At Risk
16193.0,236,2,630.43,0,Lost / Hibernating
14673.0,3,7,3410.81,2,Champions
17135.0,16,10,1948.36,2,Champions
16456.0,99,13,6862.910000000002,2,Champions
12676.0,24,11,2843.09,2,Champions
15535.0,173,6,1087.8199999999997,0,Lost / Hibernating
17306.0,10,21,9782.35,1,Loyal Customers
18127.0,19,4,561.53,4,New / Promising
13597.0,400,2,396.71,3,At Risk
12413.0,66,4,999.45,0,Lost / Hibernating
17276.0,402,1,507.1399999999999,3,At Risk
16865.0,401,1,130.95,3,At Risk
12793.0,334,3,1017.33,0,Lost / Hibernating
14988.0,211,7,2066.6000000000004,0,Lost / Hibernating
15481.0,401,1,1993.3400000000004,0,Lost / Hibernating
16712.0,9,13,4259.340000000001,2,Champions
14447.0,18,6,1711.7300000000002,2,Champions
14687.0,106,3,1402.06,0,Lost / Hibernating
14001.0,45,9,4530.09,2,Champions
13646.0,399,2,326.24999999999983,3,At Risk
17691.0,358,4,780.0499999999998,0,Lost / Hibernating
12450.0,156,5,688.2,0,Lost / Hibernating
16899.0,7,8,1721.0199999999998,2,Champions
17374.0,218,3,727.1100000000001,0,Lost / Hibernating
17101.0,10,7,2507.05,2,Champions
15001.0,394,2,228.85999999999996,3,At Risk
17515.0,31,9,1617.4599999999998,2,Champions
17288.0,9,11,2499.9800000000005,2,Champions
17903.0,394,1,381.09,3,At Risk
18221.0,22,6,1424.94,2,Champions
12991.0,23,3,764.8199999999999,4,New / Promising
16399.0,19,3,640.02,4,New / Promising
15596.0,100,9,3130.0400000000004,2,Champions
18084.0,16,3,812.9300000000002,4,New / Promising
13458.0,7,16,11959.27,1,Loyal Customers
16059.0,65,12,3217.77,2,Champions
17639.0,276,6,615.1699999999998,0,Lost / Hibernating
14405.0,386,1,195.0,3,At Risk
17355.0,386,1,285.11,3,At Risk
17659.0,17,14,3834.79,2,Champions
16936.0,25,2,551.1700000000001,4,New / Promising
15846.0,385,1,107.01000000000002,3,At Risk
12858.0,383,1,177.91999999999996,3,At Risk
12724.0,5,7,2317.52,2,Champions
17921.0,64,10,2423.5,2,Champions
16239.0,56,6,1492.1999999999998,2,Champions
15730.0,65,5,1726.5800000000002,2,Champions
17598.0,381,1,409.98,3,At Risk
12961.0,379,1,211.99,3,At Risk
15404.0,375,1,257.06,3,At Risk
16355.0,375,1,416.35,3,At Risk
17090.0,4,13,3149.4799999999996,2,Champions
17468.0,10,3,194.8,4,New / Promising
15199.0,59,10,3122.4,2,Champions
13444.0,374,2,631.6800000000001,0,Lost / Hibernating
17826.0,374,1,134.59000000000003,3,At Risk
14021.0,155,7,1716.58,0,Lost / Hibernating
16473.0,164,4,470.83,0,Lost / Hibernating
13747.0,373,2,249.4,3,At Risk
17855.0,372,1,417.9399999999999,3,At Risk
12915.0,148,4,1174.75,0,Lost / Hibernating
12427.0,21,3,1129.3000000000002,4,New / Promising
13030.0,11,2,1227.2199999999998,4,New / Promising
17616.0,173,4,1060.8,0,Lost / Hibernating
16306.0,213,7,1192.82,0,Lost / Hibernating
13369.0,365,1,616.5600000000001,3,At Risk
17585.0,109,7,2093.3,2,Champions
15346.0,332,3,596.12,0,Lost / Hibernating
14185.0,331,1,197.65,3,At Risk
15626.0,74,3,1067.52,0,Lost / Hibernating
13068.0,10,2,344.0,4,New / Promising
18125.0,29,4,1142.9899999999996,4,New / Promising
16378.0,247,3,362.9500000000001,0,Lost / Hibernating
17507.0,261,2,605.5799999999999,0,Lost / Hibernating
12754.0,235,3,3010.74,0,Lost / Hibernating
12653.0,148,3,4160.83,0,Lost / Hibernating
14371.0,295,1,100.5,3,At Risk
15121.0,50,2,457.72,4,New / Promising
16072.0,288,4,4328.890000000004,0,Lost / Hibernating
14470.0,11,3,712.04,4,New / Promising
15709.0,283,2,327.84999999999997,3,At Risk
14903.0,21,5,2810.6300000000015,2,Champions
17654.0,277,1,117.54999999999998,3,At Risk
14165.0,275,1,122.54,3,At Risk
14297.0,17,4,1305.33,4,New / Promising
13899.0,16,2,388.52,4,New / Promising
14930.0,108,6,5246.630000000001,2,Champions
16808.0,99,2,288.42,3,At Risk
13121.0,269,1,283.7299999999999,3,At Risk
12955.0,1,11,4757.160000000001,1,Loyal Customers
13533.0,182,3,270.79,3,At Risk
16256.0,266,3,1629.37,0,Lost / Hibernating
14071.0,3,8,1423.9999999999995,2,Champions
12902.0,264,1,138.68,3,At Risk
16135.0,262,2,819.4499999999998,0,Lost / Hibernating
17594.0,85,4,2497.88,0,Lost / Hibernating
15528.0,254,1,229.32999999999993,3,At Risk
17781.0,159,2,188.02,3,At Risk
18263.0,25,3,1213.16,4,New / Promising
17758.0,19,12,5012.530000000001,2,Champions
18185.0,249,1,304.25,3,At Risk
16696.0,135,4,657.9,0,Lost / Hibernating
17042.0,2,5,1044.38,4,New / Promising
12580.0,246,2,1052.9,0,Lost / Hibernating
17278.0,241,2,271.24000000000007,3,At Risk
13811.0,183,2,591.75,0,Lost / Hibernating
18079.0,45,5,4242.749999999999,2,Champions
16633.0,17,6,2883.1000000000004,2,Champions
15237.0,1,4,1412.3200000000006,4,New / Promising
13376.0,99,3,1019.76,0,Lost / Hibernating
15717.0,234,5,607.0,0,Lost / Hibernating
16227.0,225,3,1027.2199999999998,0,Lost / Hibernating
15582.0,24,3,682.9100000000001,4,New / Promising
17394.0,219,1,203.86999999999995,3,At Risk
13741.0,71,3,668.4300000000001,4,New / Promising
15704.0,140,6,3817.96,2,Champions
17410.0,16,5,1214.72,4,New / Promising
13990.0,213,1,311.3,3,At Risk
16446.0,0,2,168472.5,1,Loyal Customers
13887.0,204,1,349.54999999999995,3,At Risk
13227.0,201,1,257.7,3,At Risk
12974.0,197,2,408.9500000000001,3,At Risk
16369.0,18,7,2662.7299999999996,2,Champions
15163.0,18,2,304.47,4,New / Promising
13917.0,49,2,272.03999999999996,4,New / Promising
12535.0,91,2,716.3500000000001,0,Lost / Hibernating
15098.0,182,3,39916.5,2,Champions
15334.0,156,3,348.7199999999999,0,Lost / Hibernating
16744.0,11,7,1304.7599999999995,2,Champions
15280.0,172,3,406.22,0,Lost / Hibernating
15578.0,162,1,127.1,3,At Risk
13302.0,155,2,159.2,3,At Risk
12556.0,50,2,603.7099999999998,4,New / Promising
13207.0,15,4,535.8600000000001,4,New / Promising
16762.0,19,3,1501.38,4,New / Promising
14456.0,5,9,3059.4400000000014,2,Champions
12864.0,138,2,299.57,3,At Risk
17649.0,138,3,1578.89,0,Lost / Hibernating
18099.0,127,1,168.31000000000003,3,At Risk
16902.0,116,1,1706.88,0,Lost / Hibernating
15315.0,64,2,570.5,4,New / Promising
16536.0,110,1,548.97,3,At Risk
14314.0,106,2,229.8,3,At Risk
18167.0,23,3,1384.86,4,New / Promising
13778.0,103,4,1124.49,0,Lost / Hibernating
12685.0,28,6,2863.0800000000004,2,Champions
16603.0,74,2,482.47,4,New / Promising
15782.0,9,4,4014.1,2,Champions
16959.0,87,1,117.35,3,At Risk
15103.0,31,2,703.36,4,New / Promising
15511.0,11,5,909.2299999999998,4,New / Promising
16438.0,5,5,798.3499999999999,4,New / Promising
12640.0,23,3,1174.58,4,New / Promising
14261.0,50,2,1163.4499999999998,4,New / Promising
12657.0,11,4,1643.1799999999998,4,New / Promising
16240.0,24,2,3718.8000000000006,4,New / Promising
15475.0,77,1,454.10999999999984,4,New / Promising
16169.0,8,4,1822.97,4,New / Promising
13536.0,1,7,3448.290000000001,2,Champions
16653.0,16,2,1212.6600000000003,4,New / Promising
14488.0,67,1,1064.2800000000002,4,New / Promising
13806.0,63,1,256.38,3,At Risk
15787.0,26,3,948.0499999999996,4,New / Promising
14027.0,60,1,104.82000000000002,3,At Risk
12772.0,59,1,892.4700000000004,4,New / Promising
13690.0,59,1,172.25,3,At Risk
17279.0,57,1,187.83,3,At Risk
14251.0,1,5,2879.700000000001,2,Champions
18042.0,53,2,281.15,4,New / Promising
18019.0,51,1,38.45,3,At Risk
16260.0,50,1,1035.45,4,New / Promising
13460.0,29,2,183.44,4,New / Promising
13471.0,1,4,2531.58,2,Champions
12812.0,44,1,229.63999999999993,4,New / Promising
14218.0,42,1,169.48000000000002,4,New / Promising
14416.0,22,2,490.22,4,New / Promising
16790.0,3,6,1545.6199999999997,2,Champions
17313.0,31,1,2328.8399999999997,4,New / Promising
12552.0,38,2,437.81999999999994,4,New / Promising
15692.0,28,1,191.04,4,New / Promising
17510.0,24,2,514.5600000000001,4,New / Promising
13926.0,23,1,223.85,4,New / Promising
17650.0,21,1,166.07999999999998,4,New / Promising
15274.0,4,2,716.5700000000003,4,New / Promising
13638.0,15,1,122.64,4,New / Promising
18184.0,15,1,49.8,4,New / Promising
17385.0,14,1,261.11000000000007,4,New / Promising
17806.0,11,1,546.0399999999998,4,New / Promising
13349.0,10,1,247.31999999999996,4,New / Promising
18015.0,4,1,120.03,4,New / Promising
18026.0,500,2,2074.0699999999997,0,Lost / Hibernating
15080.0,427,2,546.2500000000001,3,At Risk
14455.0,432,4,628.2099999999995,0,Lost / Hibernating
17132.0,452,2,1272.8,0,Lost / Hibernating
17482.0,487,2,778.1900000000002,0,Lost / Hibernating
16290.0,464,4,2069.300000000001,0,Lost / Hibernating
15310.0,478,1,1634.64,0,Lost / Hibernating
15824.0,453,2,890.9399999999999,0,Lost / Hibernating
12543.0,448,1,980.2500000000002,0,Lost / Hibernating
17840.0,443,1,185.72000000000008,3,At Risk
15761.0,442,1,143.05,3,At Risk
14992.0,442,1,210.49999999999997,3,At Risk
16472.0,434,2,789.5999999999999,0,Lost / Hibernating
13674.0,432,1,240.68,3,At Risk
15859.0,432,1,438.4599999999999,3,At Risk
14008.0,432,1,509.04,3,At Risk
13022.0,429,1,65.3,3,At Risk
17822.0,420,5,2179.650000000001,0,Lost / Hibernating
13852.0,610,1,187.35,3,At Risk
17240.0,596,1,130.6,3,At Risk
15474.0,595,1,163.10000000000002,3,At Risk
15954.0,589,1,187.79999999999995,3,At Risk
12503.0,584,1,1126.0,0,Lost / Hibernating
13007.0,579,1,175.25,3,At Risk
14391.0,576,1,135.60000000000002,3,At Risk
17845.0,555,4,598.1899999999999,0,Lost / Hibernating
14325.0,569,1,245.47999999999993,3,At Risk
14938.0,562,2,2322.4300000000003,0,Lost / Hibernating
14876.0,521,2,256.70000000000005,3,At Risk
16453.0,530,2,251.70999999999995,3,At Risk
16486.0,537,1,134.36,3,At Risk
12741.0,529,2,406.0700000000001,3,At Risk
12799.0,529,1,219.35,3,At Risk
14366.0,525,1,136.0,3,At Risk
13779.0,515,1,161.12999999999997,3,At Risk
18102.0,0,145,608821.6499999999,1,Loyal Customers
12533.0,627,2,1367.8899999999996,0,Lost / Hibernating
12913.0,4,13,6700.860000000001,1,Loyal Customers
17056.0,738,1,128.60000000000002,3,At Risk
15984.0,2,30,8759.32,1,Loyal Customers
17961.0,21,100,2995.540000000001,1,Loyal Customers
14799.0,51,2,338.15,4,New / Promising
13654.0,43,11,6308.0,2,Champions
16467.0,508,7,2869.1600000000003,0,Lost / Hibernating
16525.0,2,48,24582.64,1,Loyal Customers
15615.0,10,47,21373.97,1,Loyal Customers
13800.0,309,3,1679.5599999999995,0,Lost / Hibernating
17155.0,17,7,892.46,2,Champions
16779.0,2,53,33268.24000000001,1,Loyal Customers
13485.0,233,11,3019.22,2,Champions
13531.0,205,6,1738.52,0,Lost / Hibernating
15755.0,10,17,5993.120000000001,1,Loyal Customers
13408.0,1,106,51733.46199999999,1,Loyal Customers
14735.0,3,56,12240.16,1,Loyal Customers
17157.0,7,19,5151.900000000001,1,Loyal Customers
17421.0,386,3,1059.41,0,Lost / Hibernating
17850.0,372,155,56600.07999999999,1,Loyal Customers
12417.0,3,20,6816.91,1,Loyal Customers
14940.0,417,2,531.49,3,At Risk
15691.0,252,4,571.3,0,Lost / Hibernating
16556.0,66,17,8012.58,2,Champions
12540.0,19,33,22254.48999999999,1,Loyal Customers
13410.0,24,9,2201.96,2,Champions
15298.0,2,23,9459.37,1,Loyal Customers
15157.0,3,5,2654.1100000000006,2,Champions
16670.0,16,20,8030.1500000000015,1,Loyal Customers
17032.0,603,5,2916.9700000000003,0,Lost / Hibernating
17696.0,38,27,7679.589999999999,1,Loyal Customers
14030.0,18,20,8262.29,1,Loyal Customers
17165.0,284,6,1794.3200000000002,0,Lost / Hibernating
18268.0,134,6,1490.2300000000002,0,Lost / Hibernating
14298.0,8,82,91194.49,1,Loyal Customers
15503.0,362,2,267.15000000000003,3,At Risk
17172.0,78,3,956.57,0,Lost / Hibernating
17802.0,82,10,5053.12,2,Champions
14751.0,684,2,126.45000000000002,3,At Risk
12683.0,4,21,12696.779999999995,1,Loyal Customers
16409.0,36,12,5709.04,2,Champions
15534.0,725,1,162.25,3,At Risk
17623.0,32,7,2383.6699999999996,2,Champions
14042.0,725,1,431.9799999999999,3,At Risk
15867.0,5,31,9010.520000000004,1,Loyal Customers
13577.0,25,11,3489.28,2,Champions
13902.0,632,5,34095.26,0,Lost / Hibernating
17213.0,40,13,5182.299999999999,2,Champions
17233.0,35,3,560.86,4,New / Promising
17797.0,22,8,1985.8700000000003,2,Champions
18177.0,31,9,2216.87,2,Champions
13711.0,218,9,1792.2600000000002,0,Lost / Hibernating
17646.0,219,12,4149.79,2,Champions
15498.0,2,44,26039.58,1,Loyal Customers
17662.0,661,2,412.9200000000001,3,At Risk
18097.0,7,11,4663.32,2,Champions
14095.0,722,1,2.95,3,At Risk
16908.0,722,1,252.59,3,At Risk
15409.0,721,1,131.25,3,At Risk
12440.0,462,2,859.2000000000003,0,Lost / Hibernating
15064.0,410,4,1254.41,0,Lost / Hibernating
14210.0,105,16,5861.520000000001,2,Champions
13762.0,218,5,2472.4800000000005,0,Lost / Hibernating
16422.0,17,108,63459.469999999994,1,Loyal Customers
14146.0,8,12,9450.3,1,Loyal Customers
15224.0,358,5,871.36,0,Lost / Hibernating
17801.0,451,3,798.3300000000002,0,Lost / Hibernating
17963.0,471,4,651.5099999999999,0,Lost / Hibernating
17875.0,688,1,167.1,3,At Risk
14320.0,206,5,1346.75,0,Lost / Hibernating
17142.0,239,4,1283.75,0,Lost / Hibernating
16206.0,54,13,2589.57,2,Champions
17810.0,668,2,344.85999999999996,3,At Risk
12857.0,210,6,3688.000000000001,0,Lost / Hibernating
17050.0,96,11,4691.79,2,Champions
15959.0,682,3,579.49,0,Lost / Hibernating
15695.0,266,4,1131.0400000000002,0,Lost / Hibernating
15563.0,22,6,2828.0000000000005,2,Champions
12800.0,470,3,584.25,0,Lost / Hibernating
15564.0,463,2,70.74000000000001,3,At Risk
16067.0,562,3,3395.29,0,Lost / Hibernating
12373.0,311,3,1127.65,0,Lost / Hibernating
16583.0,373,2,531.4,3,At Risk
16986.0,29,11,4888.750000000001,2,Champions
14682.0,187,6,1514.8100000000002,0,Lost / Hibernating
15584.0,23,6,1277.4999999999995,2,Champions
14227.0,26,15,6366.160000000001,2,Champions
13870.0,2,15,5712.08,1,Loyal Customers
13417.0,4,6,1669.4899999999998,2,Champions
18070.0,669,1,314.1,3,At Risk
15892.0,669,1,128.20000000000002,3,At Risk
13131.0,23,7,3313.7699999999995,2,Champions
14301.0,117,4,1992.18,0,Lost / Hibernating
12695.0,7,7,1407.12,2,Champions
13223.0,200,6,969.12,0,Lost / Hibernating
17258.0,396,2,417.30000000000007,3,At Risk
14943.0,663,1,107.62,3,At Risk
13613.0,452,5,1039.85,0,Lost / Hibernating
13431.0,67,8,3316.24,2,Champions
16170.0,50,20,6869.0,2,Champions
15693.0,659,1,37.5,3,At Risk
17721.0,659,1,307.21000000000004,3,At Risk
13540.0,467,3,632.3900000000001,0,Lost / Hibernating
16619.0,263,4,1938.33,0,Lost / Hibernating
17439.0,655,1,325.74,3,At Risk
13217.0,122,4,666.48,0,Lost / Hibernating
17195.0,655,1,562.9799999999998,3,At Risk
15754.0,51,9,3037.6099999999997,2,Champions
13330.0,92,6,2806.18,2,Champions
12909.0,39,8,3103.1900000000005,2,Champions
13104.0,3,9,1709.1,2,Champions
15606.0,61,17,5230.99,2,Champions
14142.0,373,2,983.15,0,Lost / Hibernating
15084.0,379,2,965.2,0,Lost / Hibernating
18029.0,642,1,433.77,3,At Risk
16984.0,88,9,10754.800000000005,2,Champions
16754.0,372,29,67502.47,1,Loyal Customers
17488.0,641,1,336.50000000000006,3,At Risk
16681.0,72,7,1921.84,2,Champions
15921.0,172,4,792.46,0,Lost / Hibernating
12542.0,484,2,481.87999999999994,3,At Risk
17338.0,17,17,12133.78,1,Loyal Customers
16387.0,322,5,918.55,0,Lost / Hibernating
13824.0,32,12,3314.76,2,Champions
18135.0,29,10,1249.62,2,Champions
16668.0,15,13,862.42,2,Champions
17587.0,628,1,178.71000000000004,3,At Risk
16397.0,628,1,127.88,3,At Risk
14175.0,59,8,7678.88,2,Champions
16002.0,625,1,169.21,3,At Risk
13187.0,337,4,348.00999999999993,0,Lost / Hibernating
16903.0,29,3,1062.2800000000002,4,New / Promising
15271.0,7,24,4709.54,1,Loyal Customers
13195.0,414,1,172.38,3,At Risk
16129.0,407,3,1396.0500000000002,0,Lost / Hibernating
16183.0,67,4,1077.8100000000002,0,Lost / Hibernating
14035.0,28,9,2856.7200000000003,2,Champions
17934.0,51,3,1049.15,4,New / Promising
16058.0,406,1,62.7,3,At Risk
14850.0,311,7,1794.0099999999998,0,Lost / Hibernating
12841.0,4,40,7540.68,1,Loyal Customers
18112.0,12,4,775.9599999999999,4,New / Promising
14800.0,47,17,7763.07,2,Champions
16691.0,418,2,178.82999999999998,3,At Risk
17975.0,15,24,7025.5300000000025,1,Loyal Customers
16776.0,60,2,619.8499999999999,4,New / Promising
17204.0,175,9,5504.6900000000005,2,Champions
13565.0,19,3,414.8,4,New / Promising
15174.0,322,2,481.46,3,At Risk
14219.0,4,3,633.83,4,New / Promising
16785.0,409,1,533.7800000000001,3,At Risk
16458.0,2,30,5715.34,1,Loyal Customers
17326.0,408,2,321.9499999999999,3,At Risk
15328.0,407,1,107.24000000000002,3,At Risk
16343.0,16,3,687.0699999999999,4,New / Promising
13677.0,404,2,556.1899999999999,3,At Risk
13115.0,11,10,5494.700000000001,2,Champions
14075.0,4,5,1724.87,2,Champions
12492.0,63,3,715.21,4,New / Promising
16374.0,66,5,1757.5999999999992,2,Champions
13523.0,33,6,5101.52,2,Champions
17235.0,25,8,1904.8799999999997,2,Champions
16861.0,59,5,946.59,0,Lost / Hibernating
13113.0,0,37,18625.729999999996,1,Loyal Customers
12480.0,28,7,5464.85,2,Champions
17033.0,86,4,1332.79,0,Lost / Hibernating
15870.0,32,4,862.6099999999999,4,New / Promising
16021.0,395,2,532.2499999999998,3,At Risk
16786.0,393,1,51.84,3,At Risk
14004.0,43,11,6258.449999999999,2,Champions
14379.0,44,4,1268.91,4,New / Promising
15269.0,23,3,1225.36,4,New / Promising
13384.0,30,11,6680.830000000001,2,Champions
17544.0,390,3,960.69,0,Lost / Hibernating
15452.0,29,6,1799.1099999999997,2,Champions
17170.0,374,2,178.67999999999998,3,At Risk
14675.0,16,2,1066.9,4,New / Promising
15235.0,217,16,2937.81,2,Champions
18236.0,29,12,1795.35,2,Champions
16006.0,211,2,347.1699999999999,3,At Risk
14811.0,387,1,170.50000000000006,3,At Risk
15649.0,336,4,2170.35,0,Lost / Hibernating
16588.0,386,4,1361.2800000000002,0,Lost / Hibernating
12408.0,32,8,4340.77,2,Champions
17433.0,88,2,569.96,4,New / Promising
18035.0,35,5,1276.7399999999998,2,Champions
12721.0,31,8,4013.08,2,Champions
15350.0,373,2,663.2500000000001,0,Lost / Hibernating
17782.0,382,2,679.02,0,Lost / Hibernating
13086.0,382,1,439.3299999999998,3,At Risk
14419.0,10,7,1260.91,2,Champions
17422.0,16,11,3594.76,2,Champions
14409.0,71,9,3756.09,2,Champions
16489.0,380,2,303.7,3,At Risk
14304.0,222,3,1725.0100000000002,0,Lost / Hibernating
14721.0,379,1,115.77,3,At Risk
15936.0,379,2,282.79,3,At Risk
17952.0,378,4,819.6099999999999,0,Lost / Hibernating
16545.0,164,2,689.8199999999999,0,Lost / Hibernating
18034.0,21,3,792.8500000000001,4,New / Promising
16194.0,375,1,308.59999999999997,3,At Risk
17912.0,310,6,372.55000000000007,0,Lost / Hibernating
14696.0,4,8,2767.8999999999996,2,Champions
16140.0,65,3,1557.6,0,Lost / Hibernating
15880.0,369,1,686.56,3,At Risk
12441.0,366,1,347.1,3,At Risk
15881.0,312,5,501.39,0,Lost / Hibernating
15689.0,119,3,521.03,0,Lost / Hibernating
15246.0,238,3,780.3999999999999,0,Lost / Hibernating
14220.0,247,4,1515.0,0,Lost / Hibernating
15780.0,183,3,475.2800000000001,0,Lost / Hibernating
17114.0,5,8,808.6199999999998,2,Champions
13784.0,9,14,2910.23,2,Champions
15835.0,44,4,954.09,4,New / Promising
12451.0,10,8,12669.88,2,Champions
17277.0,227,2,1065.35,0,Lost / Hibernating
16745.0,86,17,7194.300000000001,2,Champions
13494.0,311,1,316.26,3,At Risk
14665.0,60,7,2749.650000000001,2,Champions
17337.0,151,4,2026.4200000000017,0,Lost / Hibernating
16030.0,309,1,331.24000000000007,3,At Risk
17517.0,308,1,153.94,3,At Risk
16842.0,100,3,1264.19,0,Lost / Hibernating
17282.0,130,5,2339.66,0,Lost / Hibernating
13171.0,21,3,468.41,4,New / Promising
16738.0,297,1,3.75,3,At Risk
13893.0,297,1,821.1,3,At Risk
13804.0,30,9,3208.52,2,Champions
12582.0,238,4,1980.4,0,Lost / Hibernating
16339.0,284,1,109.95000000000002,3,At Risk
16462.0,73,3,136.0,3,At Risk
17652.0,25,12,4867.719999999999,2,Champions
14012.0,277,1,328.8,3,At Risk
18086.0,274,1,101.34,3,At Risk
13216.0,267,1,333.74,3,At Risk
13268.0,17,10,3192.6500000000005,2,Champions
17060.0,266,1,234.24,3,At Risk
16809.0,23,9,1727.4300000000003,2,Champions
13341.0,260,1,775.8499999999999,3,At Risk
16245.0,23,3,1413.66,4,New / Promising
12669.0,150,2,1607.7300000000002,0,Lost / Hibernating
15624.0,116,4,588.1300000000001,0,Lost / Hibernating
