Customer ID,Recency,Frequency,Monetary
16794.0,1,15,2090.91
13386.0,414,2,835.46
16630.0,407,1,106.80000000000001
17974.0,24,6,1858.0600000000002
12395.0,19,15,5067.2699999999995
17821.0,406,1,334.62
13140.0,108,5,1215.6799999999998
16054.0,145,4,2111.88
17396.0,39,13,8789.1
17167.0,379,3,867.1100000000001
13079.0,4,6,419.18
14618.0,9,7,1342.3200000000002
17894.0,71,18,2452.96
14746.0,406,4,593.5
15337.0,411,1,373.02
16193.0,236,2,630.43
14673.0,3,7,3410.81
17135.0,16,10,1948.3600000000001
16456.0,99,13,6862.910000000002
12676.0,24,11,2843.09
15535.0,173,6,1087.8199999999997
17306.0,10,21,9782.349999999999
18127.0,19,4,561.53
13597.0,400,2,396.71
12413.0,66,4,999.45
17276.0,402,1,507.1399999999999
16865.0,401,1,130.95
12793.0,334,3,1017.33
14988.0,211,7,2066.6000000000004
15481.0,401,1,1993.3400000000004
16712.0,9,13,4259.340000000001
14447.0,18,6,1711.7300000000002
14687.0,106,3,1402.06
14001.0,45,9,4530.09
13646.0,399,2,326.24999999999983
17691.0,358,4,780.0499999999998
12450.0,156,5,688.2
16899.0,7,8,1721.0199999999998
17374.0,218,3,727.1100000000001
17101.0,10,7,2507.05
15001.0,394,2,228.85999999999996
17515.0,31,9,1617.4599999999998
17288.0,9,11,2499.9800000000005
17903.0,394,1,381.09000000000003
18221.0,22,6,1424.94
12991.0,23,3,764.8199999999999
16399.0,19,3,640.02
15596.0,100,9,3130.0400000000004
18084.0,16,3,812.9300000000002
13458.0,7,16,11959.269999999999
16059.0,65,12,3217.77
17639.0,276,6,615.1699999999998
14405.0,386,1,195.0
17355.0,386,1,285.11
17659.0,17,14,3834.79
16936.0,25,2,551.1700000000001
15846.0,385,1,107.01000000000002
12858.0,383,1,177.91999999999996
12724.0,5,7,2317.52
17921.0,64,10,2423.5
16239.0,56,6,1492.1999999999998
15730.0,65,5,1726.5800000000002
17598.0,381,1,409.98
12961.0,379,1,211.99
15404.0,375,1,257.06
16355.0,375,1,416.35
17090.0,4,13,3149.4799999999996
17468.0,10,3,194.8
15199.0,59,10,3122.4
13444.0,374,2,631.6800000000001
17826.0,374,1,134.59000000000003
14021.0,155,7,1716.58
16473.0,164,4,470.83
13747.0,373,2,249.39999999999998
17855.0,372,1,417.9399999999999
12915.0,148,4,1174.75
12427.0,21,3,1129.3000000000002
13030.0,11,2,1227.2199999999998
17616.0,173,4,1060.8
16306.0,213,7,1192.82
13369.0,365,1,616.5600000000001
17585.0,109,7,2093.3
15346.0,332,3,596.12
14185.0,331,1,197.65
15626.0,74,3,1067.52
13068.0,10,2,344.0
18125.0,29,4,1142.9899999999996
16378.0,247,3,362.95000000000005
17507.0,261,2,605.5799999999999
12754.0,235,3,3010.74
12653.0,148,3,4160.83
14371.0,295,1,100.5
15121.0,50,2,457.72
16072.0,288,4,4328.890000000004
14470.0,11,3,712.04
15709.0,283,2,327.84999999999997
14903.0,21,5,2810.6300000000015
17654.0,277,1,117.54999999999998
14165.0,275,1,122.53999999999999
14297.0,17,4,1305.33
13899.0,16,2,388.52000000000004
14930.0,108,6,5246.630000000001
16808.0,99,2,288.42
13121.0,269,1,283.7299999999999
12955.0,1,11,4757.160000000001
13533.0,182,3,270.79
16256.0,266,3,1629.3700000000001
14071.0,3,8,1423.9999999999995
12902.0,264,1,138.68
16135.0,262,2,819.4499999999998
17594.0,85,4,2497.88
15528.0,254,1,229.32999999999993
17781.0,159,2,188.01999999999998
18263.0,25,3,1213.16
17758.0,19,12,5012.530000000001
18185.0,249,1,304.25
16696.0,135,4,657.9
17042.0,2,5,1044.38
12580.0,246,2,1052.9
17278.0,241,2,271.24000000000007
13811.0,183,2,591.75
18079.0,45,5,4242.749999999999
16633.0,17,6,2883.1000000000004
15237.0,1,4,1412.3200000000006
13376.0,99,3,1019.7600000000001
15717.0,234,5,607.0
16227.0,225,3,1027.2199999999998
15582.0,24,3,682.9100000000001
17394.0,219,1,203.86999999999995
13741.0,71,3,668.4300000000001
15704.0,140,6,3817.96
17410.0,16,5,1214.72
13990.0,213,1,311.3
16446.0,0,2,168472.5
13887.0,204,1,349.54999999999995
13227.0,201,1,257.7
12974.0,197,2,408.95000000000005
16369.0,18,7,2662.7299999999996
15163.0,18,2,304.47
13917.0,49,2,272.03999999999996
12535.0,91,2,716.3500000000001
15098.0,182,3,39916.5
15334.0,156,3,348.7199999999999
16744.0,11,7,1304.7599999999995
15280.0,172,3,406.22
15578.0,162,1,127.1
13302.0,155,2,159.2
12556.0,50,2,603.7099999999998
13207.0,15,4,535.8600000000001
16762.0,19,3,1501.3799999999999
14456.0,5,9,3059.4400000000014
12864.0,138,2,299.57
17649.0,138,3,1578.89
18099.0,127,1,168.31000000000003
16902.0,116,1,1706.88
15315.0,64,2,570.5
16536.0,110,1,548.97
14314.0,106,2,229.8
18167.0,23,3,1384.86
13778.0,103,4,1124.49
12685.0,28,6,2863.0800000000004
16603.0,74,2,482.47
15782.0,9,4,4014.1000000000004
16959.0,87,1,117.35000000000001
15103.0,31,2,703.36
15511.0,11,5,909.2299999999998
16438.0,5,5,798.3499999999999
12640.0,23,3,1174.58
14261.0,50,2,1163.4499999999998
12657.0,11,4,1643.1799999999998
16240.0,24,2,3718.8000000000006
15475.0,77,1,454.10999999999984
16169.0,8,4,1822.9699999999998
13536.0,1,7,3448.290000000001
16653.0,16,2,1212.6600000000003
14488.0,67,1,1064.2800000000002
13806.0,63,1,256.38
15787.0,26,3,948.0499999999995
14027.0,60,1,104.82000000000002
12772.0,59,1,892.4700000000004
13690.0,59,1,172.25
17279.0,57,1,187.82999999999998
14251.0,1,5,2879.700000000001
18042.0,53,2,281.15
18019.0,51,1,38.45
16260.0,50,1,1035.45
13460.0,29,2,183.44
13471.0,1,4,2531.58
12812.0,44,1,229.63999999999993
14218.0,42,1,169.48000000000002
14416.0,22,2,490.22
16790.0,3,6,1545.6199999999997
17313.0,31,1,2328.8399999999997
12552.0,38,2,437.81999999999994
15692.0,28,1,191.04000000000002
17510.0,24,2,514.5600000000001
13926.0,23,1,223.85000000000002
17650.0,21,1,166.07999999999998
15274.0,4,2,716.5700000000003
13638.0,15,1,122.64000000000001
18184.0,15,1,49.8
17385.0,14,1,261.11000000000007
17806.0,11,1,546.0399999999998
13349.0,10,1,247.31999999999996
18015.0,4,1,120.03
18026.0,500,2,2074.0699999999997
15080.0,427,2,546.2500000000001
14455.0,432,4,628.2099999999995
17132.0,452,2,1272.8
17482.0,487,2,778.1900000000002
16290.0,464,4,2069.300000000001
15310.0,478,1,1634.64
15824.0,453,2,890.9399999999999
12543.0,448,1,980.2500000000002
17840.0,443,1,185.72000000000006
15761.0,442,1,143.05
14992.0,442,1,210.49999999999997
16472.0,434,2,789.5999999999999
13674.0,432,1,240.67999999999998
15859.0,432,1,438.4599999999999
14008.0,432,1,509.03999999999996
13022.0,429,1,65.3
17822.0,420,5,2179.650000000001
13852.0,610,1,187.35000000000002
17240.0,596,1,130.6
15474.0,595,1,163.10000000000002
15954.0,589,1,187.79999999999995
12503.0,584,1,1126.0
13007.0,579,1,175.25
14391.0,576,1,135.60000000000002
17845.0,555,4,598.1899999999999
14325.0,569,1,245.47999999999993
14938.0,562,2,2322.4300000000003
14876.0,521,2,256.70000000000005
16453.0,530,2,251.70999999999995
16486.0,537,1,134.36
12741.0,529,2,406.07000000000005
12799.0,529,1,219.35000000000002
14366.0,525,1,136.0
13779.0,515,1,161.12999999999997
18102.0,0,145,608821.6499999999
12533.0,627,2,1367.8899999999996
12913.0,4,13,6700.860000000001
17056.0,738,1,128.60000000000002
15984.0,2,30,8759.32
17961.0,21,100,2995.540000000001
14799.0,51,2,338.15
13654.0,43,11,6308.0
16467.0,508,7,2869.1600000000003
16525.0,2,48,24582.64
15615.0,10,47,21373.97
13800.0,309,3,1679.5599999999995
17155.0,17,7,892.46
16779.0,2,53,33268.24000000001
13485.0,233,11,3019.22
13531.0,205,6,1738.52
15755.0,10,17,5993.120000000001
13408.0,1,106,51733.46199999999
14735.0,3,56,12240.16
17157.0,7,19,5151.900000000001
17421.0,386,3,1059.41
17850.0,372,155,56600.07999999999
12417.0,3,20,6816.91
14940.0,417,2,531.49
15691.0,252,4,571.3
16556.0,66,17,8012.58
12540.0,19,33,22254.489999999994
13410.0,24,9,2201.96
15298.0,2,23,9459.37
15157.0,3,5,2654.1100000000006
16670.0,16,20,8030.1500000000015
17032.0,603,5,2916.9700000000003
17696.0,38,27,7679.589999999999
14030.0,18,20,8262.29
17165.0,284,6,1794.3200000000002
18268.0,134,6,1490.2300000000002
14298.0,8,82,91194.48999999999
15503.0,362,2,267.15000000000003
17172.0,78,3,956.57
17802.0,82,10,5053.12
14751.0,684,2,126.45000000000002
12683.0,4,21,12696.779999999997
16409.0,36,12,5709.04
15534.0,725,1,162.25
17623.0,32,7,2383.6699999999996
14042.0,725,1,431.9799999999999
15867.0,5,31,9010.520000000004
13577.0,25,11,3489.28
13902.0,632,5,34095.26
17213.0,40,13,5182.299999999999
17233.0,35,3,560.86
17797.0,22,8,1985.8700000000003
18177.0,31,9,2216.87
13711.0,218,9,1792.2600000000002
17646.0,219,12,4149.79
15498.0,2,44,26039.58
17662.0,661,2,412.9200000000001
18097.0,7,11,4663.32
14095.0,722,1,2.95
16908.0,722,1,252.59
15409.0,721,1,131.25
12440.0,462,2,859.2000000000003
15064.0,410,4,1254.41
14210.0,105,16,5861.520000000001
13762.0,218,5,2472.4800000000005
16422.0,17,108,63459.469999999994
14146.0,8,12,9450.300000000001
15224.0,358,5,871.36
17801.0,451,3,798.3300000000002
17963.0,471,4,651.5099999999999
17875.0,688,1,167.1
14320.0,206,5,1346.75
17142.0,239,4,1283.75
16206.0,54,13,2589.57
17810.0,668,2,344.85999999999996
12857.0,210,6,3688.0000000000005
17050.0,96,11,4691.79
15959.0,682,3,579.49
15695.0,266,4,1131.0400000000002
15563.0,22,6,2828.0000000000005
12800.0,470,3,584.25
15564.0,463,2,70.74000000000001
16067.0,562,3,3395.29
12373.0,311,3,1127.65
16583.0,373,2,531.4
16986.0,29,11,4888.750000000001
14682.0,187,6,1514.8100000000002
15584.0,23,6,1277.4999999999995
14227.0,26,15,6366.160000000001
13870.0,2,15,5712.08
13417.0,4,6,1669.4899999999998
18070.0,669,1,314.1
15892.0,669,1,128.20000000000002
13131.0,23,7,3313.7699999999995
14301.0,117,4,1992.1799999999998
12695.0,7,7,1407.12
13223.0,200,6,969.1200000000001
17258.0,396,2,417.30000000000007
14943.0,663,1,107.62
13613.0,452,5,1039.8500000000001
13431.0,67,8,3316.24
16170.0,50,20,6869.0
15693.0,659,1,37.5
17721.0,659,1,307.21000000000004
13540.0,467,3,632.3900000000001
16619.0,263,4,1938.33
17439.0,655,1,325.74
13217.0,122,4,666.48
17195.0,655,1,562.9799999999998
15754.0,51,9,3037.6099999999997
13330.0,92,6,2806.18
12909.0,39,8,3103.1900000000005
13104.0,3,9,1709.1000000000001
15606.0,61,17,5230.99
14142.0,373,2,983.15
15084.0,379,2,965.2
18029.0,642,1,433.77
16984.0,88,9,10754.800000000003
16754.0,372,29,67502.47
17488.0,641,1,336.50000000000006
16681.0,72,7,1921.84
15921.0,172,4,792.46
12542.0,484,2,481.87999999999994
17338.0,17,17,12133.78
16387.0,322,5,918.55
13824.0,32,12,3314.76
18135.0,29,10,1249.62
16668.0,15,13,862.42
17587.0,628,1,178.71000000000004
16397.0,628,1,127.88
14175.0,59,8,7678.88
16002.0,625,1,169.21
13187.0,337,4,348.00999999999993
16903.0,29,3,1062.2800000000002
15271.0,7,24,4709.54
13195.0,414,1,172.38
16129.0,407,3,1396.0500000000002
16183.0,67,4,1077.8100000000002
14035.0,28,9,2856.7200000000003
17934.0,51,3,1049.15
16058.0,406,1,62.7
14850.0,311,7,1794.0099999999998
12841.0,4,40,7540.68
18112.0,12,4,775.9599999999999
14800.0,47,17,7763.07
16691.0,418,2,178.82999999999998
17975.0,15,24,7025.5300000000025
16776.0,60,2,619.8499999999999
17204.0,175,9,5504.6900000000005
13565.0,19,3,414.8
15174.0,322,2,481.46
14219.0,4,3,633.83
16785.0,409,1,533.7800000000001
16458.0,2,30,5715.34
17326.0,408,2,321.9499999999999
15328.0,407,1,107.24000000000002
16343.0,16,3,687.0699999999999
13677.0,404,2,556.1899999999999
13115.0,11,10,5494.700000000001
14075.0,4,5,1724.87
12492.0,63,3,715.21
16374.0,66,5,1757.5999999999992
13523.0,33,6,5101.52
17235.0,25,8,1904.8799999999997
16861.0,59,5,946.59
13113.0,0,37,18625.729999999996
12480.0,28,7,5464.85
17033.0,86,4,1332.79
15870.0,32,4,862.6099999999999
16021.0,395,2,532.2499999999998
16786.0,393,1,51.839999999999996
14004.0,43,11,6258.449999999999
14379.0,44,4,1268.9099999999999
15269.0,23,3,1225.36
13384.0,30,11,6680.830000000001
17544.0,390,3,960.6899999999999
15452.0,29,6,1799.1099999999997
17170.0,374,2,178.67999999999998
14675.0,16,2,1066.9
15235.0,217,16,2937.81
18236.0,29,12,1795.35
16006.0,211,2,347.1699999999999
14811.0,387,1,170.50000000000006
15649.0,336,4,2170.35
16588.0,386,4,1361.2800000000002
12408.0,32,8,4340.77
17433.0,88,2,569.96
18035.0,35,5,1276.7399999999998
12721.0,31,8,4013.0800000000004
15350.0,373,2,663.2500000000001
17782.0,382,2,679.02
13086.0,382,1,439.32999999999987
14419.0,10,7,1260.91
17422.0,16,11,3594.7599999999998
14409.0,71,9,3756.09
16489.0,380,2,303.7
14304.0,222,3,1725.0100000000002
14721.0,379,1,115.77
15936.0,379,2,282.79
17952.0,378,4,819.6099999999999
16545.0,164,2,689.8199999999999
18034.0,21,3,792.8500000000001
16194.0,375,1,308.59999999999997
17912.0,310,6,372.55000000000007
14696.0,4,8,2767.8999999999996
16140.0,65,3,1557.6
15880.0,369,1,686.56
12441.0,366,1,347.1
15881.0,312,5,501.39
15689.0,119,3,521.03
15246.0,238,3,780.3999999999999
14220.0,247,4,1515.0
15780.0,183,3,475.2800000000001
17114.0,5,8,808.6199999999998
13784.0,9,14,2910.23
15835.0,44,4,954.0899999999999
12451.0,10,8,12669.88
17277.0,227,2,1065.3500000000001
16745.0,86,17,7194.300000000001
13494.0,311,1,316.26
14665.0,60,7,2749.650000000001
17337.0,151,4,2026.4200000000017
16030.0,309,1,331.24000000000007
17517.0,308,1,153.94
16842.0,100,3,1264.19
17282.0,130,5,2339.66
13171.0,21,3,468.40999999999997
16738.0,297,1,3.75
13893.0,297,1,821.1
13804.0,30,9,3208.52
12582.0,238,4,1980.4
16339.0,284,1,109.95000000000002
16462.0,73,3,136.0
17652.0,25,12,4867.719999999999
14012.0,277,1,328.8
18086.0,274,1,101.33999999999999
13216.0,267,1,333.74
13268.0,17,10,3192.6500000000005
17060.0,266,1,234.24
16809.0,23,9,1727.4300000000003
13341.0,260,1,775.8499999999999
16245.0,23,3,1413.66
12669.0,150,2,1607.7300000000002
15624.0,116,4,588.1300000000001
17775.0,254,1,56.4
12619.0,16,9,3391.6999999999994
16698.0,226,2,1998.0
17886.0,31,6,1608.38
14964.0,247,1,206.21
14981.0,246,2,372.91999999999996
16643.0,245,2,923.1099999999999
13962.0,21,3,362.8
16697.0,241,1,112.75000000000001
14262.0,8,8,2618.23
16348.0,32,8,1795.8799999999997
17058.0,81,3,1179.89
12769.0,238,1,1143.6000000000001
15517.0,233,1,267.03000000000003
15491.0,95,6,3100.09
17187.0,226,2,467.71
13637.0,52,3,809.2499999999999
17991.0,225,3,318.9
15376.0,40,3,1233.3600000000001
14005.0,9,5,2874.72
13404.0,1,2,252.48999999999998
12620.0,14,3,1339.4099999999999
14859.0,12,5,1705.6399999999999
16967.0,189,1,319.0199999999999
16963.0,187,1,110.55000000000001
17169.0,57,3,1156.73
18281.0,180,2,201.14
15069.0,179,1,1109.5300000000007
17562.0,14,7,1122.38
17877.0,170,1,237.61
14002.0,134,2,529.73
15901.0,16,6,683.3900000000001
16474.0,7,7,1871.3400000000004
16464.0,19,3,1314.6799999999998
15829.0,99,2,636.1400000000001
13194.0,135,2,472.78
18237.0,2,5,987.0999999999999
15942.0,133,1,337.43999999999994
17553.0,129,4,3757.6
13075.0,129,1,919.61
12689.0,25,2,1247.6100000000004
15205.0,85,2,653.24
13307.0,120,3,273.34
13470.0,99,2,165.0
14050.0,31,2,746.36
13726.0,38,2,1079.6599999999999
16278.0,100,3,1117.8399999999997
14067.0,63,2,374.69999999999993
16362.0,32,6,946.9399999999996
16211.0,88,3,1090.59
15522.0,32,2,398.84000000000003
16160.0,65,2,1025.4400000000005
14124.0,84,1,419.58000000000004
12752.0,81,1,4366.779999999999
15500.0,8,4,1131.5600000000002
12390.0,79,1,549.8399999999999
13350.0,16,2,979.1199999999999
12936.0,17,4,1063.9
12579.0,78,1,440.41999999999996
13927.0,74,2,708.26
17805.0,73,2,927.03
12718.0,71,1,238.25000000000003
13347.0,70,1,341.36
14184.0,66,1,452.89
17666.0,3,5,2047.7999999999997
12719.0,5,2,644.95
16295.0,9,4,1328.5499999999997
14518.0,64,1,174.37
13876.0,63,1,122.69999999999999
17509.0,57,8,6115.140000000001
15821.0,44,2,570.96
16380.0,61,1,1780.5900000000001
14121.0,3,4,2780.15
17549.0,23,2,148.85999999999999
14698.0,1,5,1250.7600000000002
13366.0,50,1,56.160000000000004
15836.0,50,1,137.37
15844.0,46,1,130.74
13176.0,46,1,492.8400000000001
13978.0,14,2,196.79
15576.0,37,1,940.6700000000002
14158.0,40,1,507.66000000000014
16322.0,1,2,326.74999999999994
16318.0,35,1,328.15
13170.0,26,1,116.01000000000002
13832.0,19,2,613.6899999999999
12984.0,18,1,97.5
13844.0,11,1,361.62
18174.0,7,2,162.5
14569.0,1,4,598.98
14007.0,512,1,79.48
18021.0,509,2,227.05999999999997
15788.0,508,1,221.83000000000004
17021.0,442,6,1182.2199999999998
16219.0,500,1,40.8
12771.0,485,1,282.3
14996.0,481,2,442.2900000000001
12687.0,480,2,2138.9100000000003
13063.0,480,1,188.39999999999998
15268.0,478,3,961.9000000000001
17627.0,478,1,296.36000000000007
16562.0,476,1,223.86
13567.0,428,4,1083.6899999999998
13361.0,472,2,1450.5
14260.0,471,3,824.2799999999999
12761.0,464,1,757.95
15141.0,457,7,1388.47
14445.0,455,1,221.64999999999992
14635.0,453,1,215.22
15685.0,450,1,55.98000000000001
18089.0,446,1,428.45
17055.0,445,1,239.55
12946.0,436,1,324.45
17257.0,436,2,192.73000000000002
17196.0,427,1,352.9
16579.0,425,1,295.04999999999995
14200.0,617,1,379.20000000000005
13640.0,611,1,405.0
13163.0,610,1,17.65
13053.0,621,1,127.65
12861.0,619,1,68.25
13180.0,607,1,86.10000000000001
15979.0,602,1,329.21999999999997
15868.0,583,1,94.53
17798.0,581,1,177.18999999999997
14361.0,578,1,214.71000000000004
17074.0,562,1,203.05
15305.0,555,1,93.6
17971.0,548,1,161.94000000000005
17953.0,540,1,150.32000000000002
17192.0,536,1,77.83
15486.0,527,1,102.0
17238.0,2,32,7782.600000000002
13097.0,32,27,13080.48
12836.0,59,15,6585.619999999999
14865.0,7,4,129.72000000000003
17246.0,546,2,38.92
14108.0,30,4,1044.96
16202.0,360,9,2501.9900000000002
17019.0,11,11,3996.8999999999996
17476.0,395,2,489.86
15917.0,247,5,560.6299999999999
14080.0,32,5,1115.6799999999998
17660.0,141,2,359.46999999999997
15291.0,25,39,13801.560000000001
16168.0,10,66,10636.47
13416.0,43,3,940.8000000000002
13895.0,28,6,4008.5200000000004
18229.0,11,28,10803.71
14732.0,8,19,5517.069999999999
12709.0,15,33,31008.760000000006
14505.0,17,19,11995.840000000006
13728.0,36,16,2855.1699999999996
15841.0,72,9,2742.41
14942.0,401,4,746.56
17414.0,43,6,2249.52
14710.0,14,13,1922.5900000000001
16791.0,29,15,4025.939999999999
14258.0,9,25,32051.34
16335.0,551,7,2774.0000000000023
16746.0,4,42,18064.7
16699.0,380,7,994.5999999999999
16451.0,87,3,1013.15
15684.0,547,3,173.95000000000002
15059.0,40,19,3522.77
14479.0,253,4,1299.11
14123.0,733,1,436.17999999999995
18077.0,8,18,4338.5599999999995
14307.0,88,10,5071.03
12747.0,2,26,9276.54
12523.0,19,23,4372.150000000001
16013.0,3,84,57446.44
17978.0,365,4,1461.7599999999998
15882.0,198,8,1491.42
13415.0,472,4,800.6700000000001
12843.0,65,28,6471.42
16127.0,39,2,801.3100000000001
17290.0,3,8,1440.9599999999996
14466.0,29,13,4646.900000000001
14977.0,725,1,31.929999999999996
12472.0,32,19,17880.59
12613.0,57,10,6835.070000000001
16713.0,18,32,14560.689999999997
12941.0,724,1,377.4900000000002
15070.0,372,3,843.2500000000001
16308.0,37,7,5120.0
15713.0,143,4,1010.7900000000001
16366.0,18,4,1548.1300000000003
15499.0,723,1,161.6
18012.0,723,1,115.3
13403.0,17,3,229.5
17833.0,723,1,342.36
15222.0,318,11,3550.91
13875.0,53,14,4814.370000000001
12708.0,29,18,5314.099999999999
14949.0,469,4,515.0
17324.0,17,12,2301.87
14151.0,673,2,679.4500000000002
13901.0,72,15,5676.34
13338.0,157,4,2445.62
16888.0,400,3,437.15
12678.0,42,21,34281.18
15827.0,73,28,3794.07
18231.0,192,28,6875.07
12951.0,8,15,3213.7200000000003
17139.0,15,25,19584.460000000003
12649.0,107,8,2294.65
16585.0,593,2,341.59000000000003
12647.0,22,36,17924.35
13233.0,74,4,1176.4599999999998
15359.0,662,8,181.35
18106.0,329,6,1461.4599999999998
12860.0,693,1,55.47
13869.0,123,10,8111.57
13616.0,568,2,288.1
17220.0,24,21,4475.849999999999
12531.0,14,2,1933.1999999999996
16523.0,1,28,11916.33
14986.0,376,2,566.9000000000001
15950.0,31,10,7180.709999999999
15845.0,17,11,4426.28
15766.0,64,3,831.06
18016.0,32,7,1960.46
15192.0,119,5,1981.3899999999999
13480.0,416,2,627.8199999999999
15251.0,9,21,20324.539999999997
15317.0,677,1,129.75
17365.0,12,15,8219.939999999999
13511.0,676,1,282.76
17876.0,399,3,3424.02
14545.0,674,1,349.25
15580.0,376,8,1381.19
13985.0,4,22,10020.859999999999
15504.0,81,4,412.59999999999997
15288.0,43,10,3874.2799999999997
13421.0,40,8,4092.62
12426.0,194,2,1345.21
12380.0,21,10,8167.6500000000015
16330.0,17,7,634.3299999999999
12898.0,463,2,310.96000000000004
17763.0,263,4,86.15
18153.0,659,1,246.22
13957.0,417,3,458.25000000000006
15673.0,88,9,6414.790000000001
14770.0,232,8,3637.6400000000003
17011.0,30,3,671.7
16913.0,290,3,423.90999999999997
15477.0,649,1,368.4
15990.0,44,7,2010.05
14798.0,52,8,724.31
17359.0,11,2,284.46
14818.0,73,6,1170.4099999999999
16947.0,235,4,946.7100000000002
14018.0,645,1,367.15
12568.0,644,1,70.0
17158.0,32,5,1980.0
12369.0,413,3,1791.1499999999999
17289.0,31,9,2079.39
17266.0,2,5,517.73
14745.0,112,12,2571.8099999999995
17228.0,15,13,3177.24
14315.0,44,8,3197.8199999999993
17479.0,632,1,389.25999999999993
13275.0,383,2,241.65999999999994
17673.0,1,13,4233.58
18085.0,330,4,1645.7500000000002
13151.0,295,3,2570.2400000000007
15447.0,330,5,492.88
14013.0,110,5,1084.57
13065.0,373,5,1260.9099999999999
17817.0,4,6,807.8499999999999
16825.0,38,5,1826.8899999999996
13936.0,179,3,939.6599999999999
14533.0,24,11,3466.3700000000003
13655.0,114,6,2280.5099999999998
12415.0,24,25,144383.37
15900.0,23,4,900.3999999999999
16996.0,30,9,2123.61
13763.0,63,3,5217.44
15710.0,417,1,898.8700000000005
12419.0,385,2,503.01
13059.0,249,10,2303.1700000000005
13241.0,411,1,115.58000000000004
18110.0,19,2,435.42999999999995
16863.0,31,3,998.52
16531.0,22,11,2298.3300000000004
13906.0,409,1,42.0
16433.0,28,2,384.52
13547.0,408,1,172.97999999999993
18060.0,408,2,1185.46
17994.0,121,11,2307.3200000000006
14437.0,365,5,958.8399999999999
13833.0,159,2,701.3599999999999
17951.0,39,4,1636.0800000000004
14229.0,51,7,2594.04
16117.0,189,3,654.4
13453.0,165,3,781.69
17126.0,152,9,2062.94
13987.0,379,2,682.5400000000001
17525.0,359,3,1161.9
17041.0,26,6,1686.2800000000002
16931.0,5,23,5233.620000000001
15996.0,88,7,1686.8999999999992
15992.0,3,3,896.6
16503.0,106,11,3614.3400000000006
13809.0,305,3,679.7
13632.0,24,8,3648.15
17423.0,46,3,1118.95
17210.0,392,1,253.37000000000003
